code_postal,Commune,Code Département,Département,Code Région,Région
48300,NAUSSAC,48,LOZERE,91,LANGUEDOC-ROUSSILLON
24130,GINESTET,24,DORDOGNE,72,AQUITAINE
25310,HERIMONCOURT,25,DOUBS,43,FRANCHE-COMTE
34230,VENDEMIAN,34,HERAULT,91,LANGUEDOC-ROUSSILLON
35133,LANDEAN,35,ILLE-ET-VILAINE,53,BRETAGNE
57580,BECHY,57,MOSELLE,41,LORRAINE
64160,GERDEREST,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
02590,AUBIGNY-AUX-KAISNES,02,AISNE,22,PICARDIE
58300,SAINT-LEGER-DES-VIGNES,58,NIEVRE,26,BOURGOGNE
76110,SAINT-SAUVEUR-D'EMALLEVILLE,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
67113,BLAESHEIM,67,BAS-RHIN,42,ALSACE
20233,PIETRACORBARA,2B,HAUTE-CORSE,94,CORSE
25220,VAIRE-ARCIER,25,DOUBS,43,FRANCHE-COMTE
51170,TRAMERY,51,MARNE,21,CHAMPAGNE-ARDENNE
03330,BELLENAVES,03,ALLIER,83,AUVERGNE
47200,MARMANDE,47,LOT-ET-GARONNE,72,AQUITAINE
69620,THEIZE,69,RHONE,82,RHONE-ALPES
60290,CAUFFRY,60,OISE,22,PICARDIE
84570,MALEMORT-DU-COMTAT,84,VAUCLUSE,93,PROVENCE-ALPES-COTE D'AZUR
32400,GOUX,32,GERS,73,MIDI-PYRENEES
31310,MONTESQUIEU-VOLVESTRE,31,HAUTE-GARONNE,73,MIDI-PYRENEES
85260,LES BROUZILS,85,VENDEE,52,PAYS DE LA LOIRE
70500,BETONCOURT-SUR-MANCE,70,HAUTE-SAONE,43,FRANCHE-COMTE
80200,ETERPIGNY,80,SOMME,22,PICARDIE
45290,PRESSIGNY-LES-PINS,45,LOIRET,24,CENTRE
02810,HAUTEVESNES,02,AISNE,22,PICARDIE
17600,SAINT-SORNIN,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
73410,LA BIOLLE,73,SAVOIE,82,RHONE-ALPES
02190,MENNEVILLE,02,AISNE,22,PICARDIE
80680,SAINS-EN-AMIENOIS,80,SOMME,22,PICARDIE
83670,MONTMEYAN,83,VAR,93,PROVENCE-ALPES-COTE D'AZUR
45200,AMILLY,45,LOIRET,24,CENTRE
79310,SOUTIERS,79,DEUX-SEVRES,54,POITOU-CHARENTES
84200,CARPENTRAS,84,VAUCLUSE,93,PROVENCE-ALPES-COTE D'AZUR
60350,HAUTEFONTAINE,60,OISE,22,PICARDIE
45170,SAINT-LYE-LA-FORET,45,LOIRET,24,CENTRE
56580,ROHAN,56,MORBIHAN,53,BRETAGNE
89310,MOLAY,89,YONNE,26,BOURGOGNE
69550,SAINT-JEAN-LA-BUSSIERE,69,RHONE,82,RHONE-ALPES
21700,SAINT-BERNARD,21,COTE-D'OR,26,BOURGOGNE
84400,SAIGNON,84,VAUCLUSE,93,PROVENCE-ALPES-COTE D'AZUR
59230,SARS-ET-ROSIERES,59,NORD,31,NORD-PAS-DE-CALAIS
16700,TUZIE,16,CHARENTE,54,POITOU-CHARENTES
44550,MONTOIR-DE-BRETAGNE,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
16250,CHADURIE,16,CHARENTE,54,POITOU-CHARENTES
51600,SOMME-TOURBE,51,MARNE,21,CHAMPAGNE-ARDENNE
24510,SAINTE-FOY-DE-LONGAS,24,DORDOGNE,72,AQUITAINE
89390,CRY,89,YONNE,26,BOURGOGNE
09300,SAINT-JEAN-D'AIGUES-VIVES,09,ARIEGE,73,MIDI-PYRENEES
68720,FROENINGEN,68,HAUT-RHIN,42,ALSACE
17220,SAINT-VIVIEN,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
28270,RUEIL-LA-GADELIERE,28,EURE-ET-LOIR,24,CENTRE
86260,VICQ-SUR-GARTEMPE,86,VIENNE,54,POITOU-CHARENTES
71150,CHASSEY-LE-CAMP,71,SAONE-ET-LOIRE,26,BOURGOGNE
58130,URZY,58,NIEVRE,26,BOURGOGNE
27170,BARQUET,27,EURE,23,HAUTE-NORMANDIE
49500,LOUVAINES,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
06710,VILLARS-SUR-VAR,06,ALPES-MARITIMES,93,PROVENCE-ALPES-COTE D'AZUR
74270,MINZIER,74,HAUTE-SAVOIE,82,RHONE-ALPES
25190,MONTANDON,25,DOUBS,43,FRANCHE-COMTE
37260,MONTS,37,INDRE-ET-LOIRE,24,CENTRE
38520,OULLES,38,ISERE,82,RHONE-ALPES
20160,LETIA,2A,CORSE-DU-SUD,94,CORSE
02140,ROGNY,02,AISNE,22,PICARDIE
40230,BENESSE-MAREMNE,40,LANDES,72,AQUITAINE
38500,VOIRON,38,ISERE,82,RHONE-ALPES
08260,CHILLY,08,ARDENNES,21,CHAMPAGNE-ARDENNE
59188,SAINT-AUBERT,59,NORD,31,NORD-PAS-DE-CALAIS
02400,EPIEDS,02,AISNE,22,PICARDIE
05700,LE BERSAC,05,HAUTES-ALPES,93,PROVENCE-ALPES-COTE D'AZUR
31870,BEAUMONT-SUR-LEZE,31,HAUTE-GARONNE,73,MIDI-PYRENEES
91940,LES ULIS,91,ESSONNE,11,ILE-DE-FRANCE
49260,BREZE,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
31580,SAINT-PLANCARD,31,HAUTE-GARONNE,73,MIDI-PYRENEES
38510,COURTENAY,38,ISERE,82,RHONE-ALPES
50670,CUVES,50,MANCHE,25,BASSE-NORMANDIE
62130,MONTS-EN-TERNOIS,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
63590,TOURS-SUR-MEYMONT,63,PUY-DE-DOME,83,AUVERGNE
57320,FREISTROFF,57,MOSELLE,41,LORRAINE
66200,MONTESCOT,66,PYRENEES-ORIENTALES,91,LANGUEDOC-ROUSSILLON
23400,FAUX-MAZURAS,23,CREUSE,74,LIMOUSIN
72350,FONTENAY-SUR-VEGRE,72,SARTHE,52,PAYS DE LA LOIRE
41310,PRUNAY-CASSEREAU,41,LOIR-ET-CHER,24,CENTRE
16230,JUILLE,16,CHARENTE,54,POITOU-CHARENTES
73220,SAINT-GEORGES-DES-HURTIERES,73,SAVOIE,82,RHONE-ALPES
38490,SAINT-ANDRE-LE-GAZ,38,ISERE,82,RHONE-ALPES
80870,MOYENNEVILLE,80,SOMME,22,PICARDIE
33138,LANTON,33,GIRONDE,72,AQUITAINE
11700,DOUZENS,11,AUDE,91,LANGUEDOC-ROUSSILLON
65150,HAUTAGET,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
71620,SAINT-MARTIN-EN-BRESSE,71,SAONE-ET-LOIRE,26,BOURGOGNE
97380,OUANARY,97,GUYANE,3,GUYANE
18600,GROSSOUVRE,18,CHER,24,CENTRE
70100,CHARGEY-LES-GRAY,70,HAUTE-SAONE,43,FRANCHE-COMTE
17770,BURIE,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
33340,BLAIGNAN,33,GIRONDE,72,AQUITAINE
09000,CELLES,09,ARIEGE,73,MIDI-PYRENEES
41400,VALLIERES-LES-GRANDES,41,LOIR-ET-CHER,24,CENTRE
07660,LESPERON,07,ARDECHE,82,RHONE-ALPES
31660,BUZET-SUR-TARN,31,HAUTE-GARONNE,73,MIDI-PYRENEES
01600,TREVOUX,01,AIN,82,RHONE-ALPES
34110,VIC-LA-GARDIOLE,34,HERAULT,91,LANGUEDOC-ROUSSILLON
79100,TOURTENAY,79,DEUX-SEVRES,54,POITOU-CHARENTES
11240,GRAMAZIE,11,AUDE,91,LANGUEDOC-ROUSSILLON
25430,SERVIN,25,DOUBS,43,FRANCHE-COMTE
71260,LUGNY,71,SAONE-ET-LOIRE,26,BOURGOGNE
27670,SAINT-OUEN-DU-TILLEUL,27,EURE,23,HAUTE-NORMANDIE
14220,ESSON,14,CALVADOS,25,BASSE-NORMANDIE
77320,LA FERTE-GAUCHER,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
89230,MONTIGNY-LA-RESLE,89,YONNE,26,BOURGOGNE
62360,LA CAPELLE-LES-BOULOGNE,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
64300,BAIGTS-DE-BEARN,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
88410,MARTINVELLE,88,VOSGES,41,LORRAINE
80210,ACHEUX-EN-VIMEU,80,SOMME,22,PICARDIE
11300,PAULIGNE,11,AUDE,91,LANGUEDOC-ROUSSILLON
64120,SAINT-PALAIS,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
81540,LES CAMMAZES,81,TARN,73,MIDI-PYRENEES
33820,PLEINE-SELVE,33,GIRONDE,72,AQUITAINE
64190,CASTETBON,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
14670,TROARN,14,CALVADOS,25,BASSE-NORMANDIE
36400,VERNEUIL-SUR-IGNERAIE,36,INDRE,24,CENTRE
12430,LESTRADE-ET-THOUELS,12,AVEYRON,73,MIDI-PYRENEES
76113,SAINT-PIERRE-DE-MANNEVILLE,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
67490,LITTENHEIM,67,BAS-RHIN,42,ALSACE
67670,WALTENHEIM-SUR-ZORN,67,BAS-RHIN,42,ALSACE
71800,SAINT-JULIEN-DE-CIVRY,71,SAONE-ET-LOIRE,26,BOURGOGNE
82120,ASQUES,82,TARN-ET-GARONNE,73,MIDI-PYRENEES
62120,SAINT-HILAIRE-COTTES,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
64130,GOTEIN-LIBARRENX,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
52150,SOULAUCOURT-SUR-MOUZON,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
16190,SALLES-LAVALETTE,16,CHARENTE,54,POITOU-CHARENTES
21230,CUSSY-LE-CHATEL,21,COTE-D'OR,26,BOURGOGNE
69140,RILLIEUX-LA-PAPE,69,RHONE,82,RHONE-ALPES
68600,ALGOLSHEIM,68,HAUT-RHIN,42,ALSACE
80110,THENNES,80,SOMME,22,PICARDIE
91830,AUVERNAUX,91,ESSONNE,11,ILE-DE-FRANCE
69340,FRANCHEVILLE,69,RHONE,82,RHONE-ALPES
16360,CONDEON,16,CHARENTE,54,POITOU-CHARENTES
85400,LAIROUX,85,VENDEE,52,PAYS DE LA LOIRE
55230,GOURAINCOURT,55,MEUSE,41,LORRAINE
41290,RHODON,41,LOIR-ET-CHER,24,CENTRE
89420,SAUVIGNY-LE-BEUREAL,89,YONNE,26,BOURGOGNE
76690,YQUEBEUF,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
28220,LA FERTE-VILLENEUIL,28,EURE-ET-LOIR,24,CENTRE
80320,LIHONS,80,SOMME,22,PICARDIE
02820,AUBIGNY-EN-LAONNOIS,02,AISNE,22,PICARDIE
27240,LE RONCENAY-AUTHENAY,27,EURE,23,HAUTE-NORMANDIE
61350,SAINT-FRAIMBAULT,61,ORNE,25,BASSE-NORMANDIE
80140,WOIREL,80,SOMME,22,PICARDIE
45190,CRAVANT,45,LOIRET,24,CENTRE
34390,SAINT-VINCENT-D'OLARGUES,34,HERAULT,91,LANGUEDOC-ROUSSILLON
24360,BUSSEROLLES,24,DORDOGNE,72,AQUITAINE
37230,PERNAY,37,INDRE-ET-LOIRE,24,CENTRE
09230,FABAS,09,ARIEGE,73,MIDI-PYRENEES
57530,MAIZERY,57,MOSELLE,41,LORRAINE
95270,VIARMES,95,VAL-D'OISE,11,ILE-DE-FRANCE
14400,CROUAY,14,CALVADOS,25,BASSE-NORMANDIE
76133,ROLLEVILLE,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
11800,SAINT-FRICHOUX,11,AUDE,91,LANGUEDOC-ROUSSILLON
24230,NASTRINGUES,24,DORDOGNE,72,AQUITAINE
62175,HENDECOURT-LES-RANSART,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
29710,POULDREUZIC,29,FINISTERE,53,BRETAGNE
28700,LE GUE-DE-LONGROI,28,EURE-ET-LOIR,24,CENTRE
32700,LAGARDE,32,GERS,73,MIDI-PYRENEES
02160,BEAURIEUX,02,AISNE,22,PICARDIE
08270,CORNY-MACHEROMENIL,08,ARDENNES,21,CHAMPAGNE-ARDENNE
66360,SERDINYA,66,PYRENEES-ORIENTALES,91,LANGUEDOC-ROUSSILLON
64450,LASCLAVERIES,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
16360,BORS (CANTON DE BAIGNES-SAINTE-RADEGONDE),16,CHARENTE,54,POITOU-CHARENTES
44580,BOURGNEUF-EN-RETZ,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
25320,CHEMAUDIN,25,DOUBS,43,FRANCHE-COMTE
68150,AUBURE,68,HAUT-RHIN,42,ALSACE
54850,MEREVILLE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
80370,BERNAVILLE,80,SOMME,22,PICARDIE
27600,CHAMPENARD,27,EURE,23,HAUTE-NORMANDIE
25580,ATHOSE,25,DOUBS,43,FRANCHE-COMTE
19150,MARC-LA-TOUR,19,CORREZE,74,LIMOUSIN
68210,ETEIMBES,68,HAUT-RHIN,42,ALSACE
41110,CHATEAUVIEUX,41,LOIR-ET-CHER,24,CENTRE
31510,MONT-DE-GALIE,31,HAUTE-GARONNE,73,MIDI-PYRENEES
03340,MONTBEUGNY,03,ALLIER,83,AUVERGNE
21330,LARREY,21,COTE-D'OR,26,BOURGOGNE
23320,GARTEMPE,23,CREUSE,74,LIMOUSIN
84220,JOUCAS,84,VAUCLUSE,93,PROVENCE-ALPES-COTE D'AZUR
15190,MARCENAT,15,CANTAL,83,AUVERGNE
21120,LUX,21,COTE-D'OR,26,BOURGOGNE
47210,DOUDRAC,47,LOT-ET-GARONNE,72,AQUITAINE
54550,BAINVILLE-SUR-MADON,54,MEURTHE-ET-MOSELLE,41,LORRAINE
41200,VILLEFRANCHE-SUR-CHER,41,LOIR-ET-CHER,24,CENTRE
01090,GUEREINS,01,AIN,82,RHONE-ALPES
63270,SAINT-MAURICE,63,PUY-DE-DOME,83,AUVERGNE
89700,COLLAN,89,YONNE,26,BOURGOGNE
81140,ROUSSAYROLLES,81,TARN,73,MIDI-PYRENEES
18350,LUGNY-BOURBONNAIS,18,CHER,24,CENTRE
32170,MIELAN,32,GERS,73,MIDI-PYRENEES
23240,LE GRAND-BOURG,23,CREUSE,74,LIMOUSIN
01600,TOUSSIEUX,01,AIN,82,RHONE-ALPES
17380,ARCHINGEAY,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
58800,SARDY-LES-EPIRY,58,NIEVRE,26,BOURGOGNE
01420,SURJOUX,01,AIN,82,RHONE-ALPES
64410,POURSIUGUES-BOUCOUE,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
39260,MOIRANS-EN-MONTAGNE,39,JURA,43,FRANCHE-COMTE
14670,SAINT-PIERRE-DU-JONQUET,14,CALVADOS,25,BASSE-NORMANDIE
67280,NIEDERHASLACH,67,BAS-RHIN,42,ALSACE
30121,MUS,30,GARD,91,LANGUEDOC-ROUSSILLON
34560,MONTBAZIN,34,HERAULT,91,LANGUEDOC-ROUSSILLON
38690,FLACHERES,38,ISERE,82,RHONE-ALPES
52190,AUJEURRES,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
02450,DORENGT,02,AISNE,22,PICARDIE
29730,TREFFIAGAT,29,FINISTERE,53,BRETAGNE
77580,CRECY-LA-CHAPELLE,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
68121,URBES,68,HAUT-RHIN,42,ALSACE
20164,CARGIACA,2A,CORSE-DU-SUD,94,CORSE
59166,BOUSBECQUE,59,NORD,31,NORD-PAS-DE-CALAIS
76190,CARVILLE-LA-FOLLETIERE,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
72510,REQUEIL,72,SARTHE,52,PAYS DE LA LOIRE
55100,HAUDAINVILLE,55,MEUSE,41,LORRAINE
70310,BEULOTTE-SAINT-LAURENT,70,HAUTE-SAONE,43,FRANCHE-COMTE
14130,REUX,14,CALVADOS,25,BASSE-NORMANDIE
26570,AULAN,26,DROME,82,RHONE-ALPES
60890,AUTHEUIL-EN-VALOIS,60,OISE,22,PICARDIE
15380,MOUSSAGES,15,CANTAL,83,AUVERGNE
39240,VESCLES,39,JURA,43,FRANCHE-COMTE
20123,COGNOCOLI-MONTICCHI,2A,CORSE-DU-SUD,94,CORSE
17740,SAINTE-MARIE-DE-RE,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
86230,MONDION,86,VIENNE,54,POITOU-CHARENTES
80310,PICQUIGNY,80,SOMME,22,PICARDIE
32400,TERMES-D'ARMAGNAC,32,GERS,73,MIDI-PYRENEES
59530,LOUVIGNIES-QUESNOY,59,NORD,31,NORD-PAS-DE-CALAIS
50750,CANISY,50,MANCHE,25,BASSE-NORMANDIE
89260,VOISINES,89,YONNE,26,BOURGOGNE
35390,LA DOMINELAIS,35,ILLE-ET-VILAINE,53,BRETAGNE
25190,GLERE,25,DOUBS,43,FRANCHE-COMTE
21160,PERRIGNY-LES-DIJON,21,COTE-D'OR,26,BOURGOGNE
67170,ROTTELSHEIM,67,BAS-RHIN,42,ALSACE
76540,THEUVILLE-AUX-MAILLOTS,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
57170,VAXY,57,MOSELLE,41,LORRAINE
80700,LAUCOURT,80,SOMME,22,PICARDIE
57800,ROSBRUCK,57,MOSELLE,41,LORRAINE
32430,ROQUELAURE-SAINT-AUBIN,32,GERS,73,MIDI-PYRENEES
02230,FRESNOY-LE-GRAND,02,AISNE,22,PICARDIE
45240,MARCILLY-EN-VILLETTE,45,LOIRET,24,CENTRE
89140,VILLEPERROT,89,YONNE,26,BOURGOGNE
50260,ROCHEVILLE,50,MANCHE,25,BASSE-NORMANDIE
49400,ROU-MARSON,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
57510,HOSTE,57,MOSELLE,41,LORRAINE
78200,PERDREAUVILLE,78,YVELINES,11,ILE-DE-FRANCE
15600,SAINT-ETIENNE-DE-MAURS,15,CANTAL,83,AUVERGNE
87380,CHATEAU-CHERVIX,87,HAUTE-VIENNE,74,LIMOUSIN
24340,LEGUILLAC-DE-CERCLES,24,DORDOGNE,72,AQUITAINE
24440,LABOUQUERIE,24,DORDOGNE,72,AQUITAINE
11400,LES BRUNELS,11,AUDE,91,LANGUEDOC-ROUSSILLON
55160,MOULOTTE,55,MEUSE,41,LORRAINE
55150,MANGIENNES,55,MEUSE,41,LORRAINE
11140,BELFORT-SUR-REBENTY,11,AUDE,91,LANGUEDOC-ROUSSILLON
09000,BURRET,09,ARIEGE,73,MIDI-PYRENEES
43350,SAINT-GENEYS-PRES-SAINT-PAULIEN,43,HAUTE-LOIRE,83,AUVERGNE
76540,CRIQUETOT-LE-MAUCONDUIT,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
79800,SOUVIGNE,79,DEUX-SEVRES,54,POITOU-CHARENTES
31350,SAINT-FERREOL-DE-COMMINGES,31,HAUTE-GARONNE,73,MIDI-PYRENEES
83560,RIANS,83,VAR,93,PROVENCE-ALPES-COTE D'AZUR
43380,AUBAZAT,43,HAUTE-LOIRE,83,AUVERGNE
62170,BEUSSENT,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
50120,EQUEURDREVILLE-HAINNEVILLE,50,MANCHE,25,BASSE-NORMANDIE
22100,BOBITAL,22,COTES-D'ARMOR,53,BRETAGNE
93800,EPINAY-SUR-SEINE,93,SEINE-SAINT-DENIS,11,ILE-DE-FRANCE
41100,VILLERABLE,41,LOIR-ET-CHER,24,CENTRE
58150,GARCHY,58,NIEVRE,26,BOURGOGNE
78120,RAMBOUILLET,78,YVELINES,11,ILE-DE-FRANCE
02300,TROSLY-LOIRE,02,AISNE,22,PICARDIE
78600,LE MESNIL-LE-ROI,78,YVELINES,11,ILE-DE-FRANCE
74600,SEYNOD,74,HAUTE-SAVOIE,82,RHONE-ALPES
50690,TEURTHEVILLE-HAGUE,50,MANCHE,25,BASSE-NORMANDIE
54360,MEHONCOURT,54,MEURTHE-ET-MOSELLE,41,LORRAINE
30700,FOISSAC,30,GARD,91,LANGUEDOC-ROUSSILLON
68480,LUTTER,68,HAUT-RHIN,42,ALSACE
57420,POUILLY,57,MOSELLE,41,LORRAINE
31230,MARTISSERRE,31,HAUTE-GARONNE,73,MIDI-PYRENEES
17400,TERNANT,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
14250,CHOUAIN,14,CALVADOS,25,BASSE-NORMANDIE
28410,SERVILLE,28,EURE-ET-LOIR,24,CENTRE
71250,BRAY,71,SAONE-ET-LOIRE,26,BOURGOGNE
90150,REPPE,90,TERRITOIRE DE BELFORT,43,FRANCHE-COMTE
59159,NOYELLES-SUR-ESCAUT,59,NORD,31,NORD-PAS-DE-CALAIS
44370,MONTRELAIS,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
13126,VAUVENARGUES,13,BOUCHES-DU-RHONE,93,PROVENCE-ALPES-COTE D'AZUR
88340,GIRMONT-VAL-D'AJOL,88,VOSGES,41,LORRAINE
27100,LE VAUDREUIL,27,EURE,23,HAUTE-NORMANDIE
35120,BAGUER-MORVAN,35,ILLE-ET-VILAINE,53,BRETAGNE
09300,LIEURAC,09,ARIEGE,73,MIDI-PYRENEES
70190,LIEFFRANS,70,HAUTE-SAONE,43,FRANCHE-COMTE
69005,LYON--5E--ARRONDISSEMENT,69,RHONE,82,RHONE-ALPES
20190,AZILONE-AMPAZA,2A,CORSE-DU-SUD,94,CORSE
20212,SANT'ANDREA-DI-BOZIO,2B,HAUTE-CORSE,94,CORSE
08390,MONTGON,08,ARDENNES,21,CHAMPAGNE-ARDENNE
39110,ANDELOT-EN-MONTAGNE,39,JURA,43,FRANCHE-COMTE
16210,BAZAC,16,CHARENTE,54,POITOU-CHARENTES
91750,CHEVANNES,91,ESSONNE,11,ILE-DE-FRANCE
50250,BAUDREVILLE,50,MANCHE,25,BASSE-NORMANDIE
33240,AUBIE-ET-ESPESSAS,33,GIRONDE,72,AQUITAINE
33400,TALENCE,33,GIRONDE,72,AQUITAINE
50810,PRECORBIN,50,MANCHE,25,BASSE-NORMANDIE
30360,DEAUX,30,GARD,91,LANGUEDOC-ROUSSILLON
38380,SAINT-CHRISTOPHE-SUR-GUIERS,38,ISERE,82,RHONE-ALPES
42240,UNIEUX,42,LOIRE,82,RHONE-ALPES
89110,CHASSY,89,YONNE,26,BOURGOGNE
18330,SAINT-LAURENT,18,CHER,24,CENTRE
20221,SANT'ANDREA-DI-COTONE,2B,HAUTE-CORSE,94,CORSE
17430,SAINT-COUTANT-LE-GRAND,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
58330,SAINTE-MARIE,58,NIEVRE,26,BOURGOGNE
14260,COURVAUDON,14,CALVADOS,25,BASSE-NORMANDIE
71500,BANTANGES,71,SAONE-ET-LOIRE,26,BOURGOGNE
90800,BANVILLARS,90,TERRITOIRE DE BELFORT,43,FRANCHE-COMTE
62550,AUMERVAL,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
62147,BOURSIES,59,NORD,31,NORD-PAS-DE-CALAIS
72610,BOURG-LE-ROI,72,SARTHE,52,PAYS DE LA LOIRE
26160,LA BATIE-ROLLAND,26,DROME,82,RHONE-ALPES
72170,MOITRON-SUR-SARTHE,72,SARTHE,52,PAYS DE LA LOIRE
52370,RENNEPONT,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
12250,TOURNEMIRE,12,AVEYRON,73,MIDI-PYRENEES
89480,CRAIN,89,YONNE,26,BOURGOGNE
67290,ZITTERSHEIM,67,BAS-RHIN,42,ALSACE
40250,TOULOUZETTE,40,LANDES,72,AQUITAINE
57690,CREHANGE,57,MOSELLE,41,LORRAINE
57490,L'HOPITAL,57,MOSELLE,41,LORRAINE
32140,ESCLASSAN-LABASTIDE,32,GERS,73,MIDI-PYRENEES
67220,FOUCHY,67,BAS-RHIN,42,ALSACE
52400,CHEZEAUX,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
70700,CUGNEY,70,HAUTE-SAONE,43,FRANCHE-COMTE
62113,LABOURSE,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
80190,POTTE,80,SOMME,22,PICARDIE
71420,PERRECY-LES-FORGES,71,SAONE-ET-LOIRE,26,BOURGOGNE
59160,CAPINGHEM,59,NORD,31,NORD-PAS-DE-CALAIS
72340,LA CHARTRE-SUR-LE-LOIR,72,SARTHE,52,PAYS DE LA LOIRE
79170,VILLEFOLLET,79,DEUX-SEVRES,54,POITOU-CHARENTES
44190,GETIGNE,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
34820,ASSAS,34,HERAULT,91,LANGUEDOC-ROUSSILLON
21110,BRETENIERE,21,COTE-D'OR,26,BOURGOGNE
72500,DISSAY-SOUS-COURCILLON,72,SARTHE,52,PAYS DE LA LOIRE
62770,BLINGEL,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
31510,GENOS,31,HAUTE-GARONNE,73,MIDI-PYRENEES
30580,NAVACELLES,30,GARD,91,LANGUEDOC-ROUSSILLON
24440,SAINTE-SABINE-BORN,24,DORDOGNE,72,AQUITAINE
19160,SERANDON,19,CORREZE,74,LIMOUSIN
47140,PENNE-D'AGENAIS,47,LOT-ET-GARONNE,72,AQUITAINE
21270,PERRIGNY-SUR-L'OGNON,21,COTE-D'OR,26,BOURGOGNE
17270,CLERAC,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
03230,LA CHAPELLE-AUX-CHASSES,03,ALLIER,83,AUVERGNE
53400,CHERANCE,53,MAYENNE,52,PAYS DE LA LOIRE
41600,CHAON,41,LOIR-ET-CHER,24,CENTRE
80260,HERISSART,80,SOMME,22,PICARDIE
69510,MESSIMY,69,RHONE,82,RHONE-ALPES
80300,MILLENCOURT,80,SOMME,22,PICARDIE
80170,CAIX,80,SOMME,22,PICARDIE
81430,BELLEGARDE,81,TARN,73,MIDI-PYRENEES
70160,FOUCHECOURT,70,HAUTE-SAONE,43,FRANCHE-COMTE
11330,MASSAC,11,AUDE,91,LANGUEDOC-ROUSSILLON
63120,VOLLORE-MONTAGNE,63,PUY-DE-DOME,83,AUVERGNE
79800,SOUDAN,79,DEUX-SEVRES,54,POITOU-CHARENTES
01150,CHAZEY-SUR-AIN,01,AIN,82,RHONE-ALPES
32320,CASTELNAU-D'ANGLES,32,GERS,73,MIDI-PYRENEES
73130,SAINTE-MARIE-DE-CUINES,73,SAVOIE,82,RHONE-ALPES
35470,PLECHATEL,35,ILLE-ET-VILAINE,53,BRETAGNE
32700,LECTOURE,32,GERS,73,MIDI-PYRENEES
70190,GRANDVELLE-ET-LE-PERRENOT,70,HAUTE-SAONE,43,FRANCHE-COMTE
68170,RIXHEIM,68,HAUT-RHIN,42,ALSACE
76590,SAINT-GERMAIN-D'ETABLES,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
37370,LOUESTAULT,37,INDRE-ET-LOIRE,24,CENTRE
71220,MORNAY,71,SAONE-ET-LOIRE,26,BOURGOGNE
54123,VITERNE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
10190,VAUCHASSIS,10,AUBE,21,CHAMPAGNE-ARDENNE
89700,SERRIGNY,89,YONNE,26,BOURGOGNE
59496,SALOME,59,NORD,31,NORD-PAS-DE-CALAIS
67640,FEGERSHEIM,67,BAS-RHIN,42,ALSACE
59580,ANICHE,59,NORD,31,NORD-PAS-DE-CALAIS
70110,PONT-SUR-L'OGNON,70,HAUTE-SAONE,43,FRANCHE-COMTE
21360,SAUSSEY,21,COTE-D'OR,26,BOURGOGNE
