code_postal,Commune,Code Département,Département,Code Région,Région
02860,BOUCONVILLE-VAUCLAIR,02,AISNE,22,PICARDIE
28700,CHAMPSERU,28,EURE-ET-LOIR,24,CENTRE
02190,PROVISEUX-ET-PLESNOY,02,AISNE,22,PICARDIE
57220,ROUPELDANGE,57,MOSELLE,41,LORRAINE
32450,SAINT-MARTIN-GIMOIS,32,GERS,73,MIDI-PYRENEES
62850,HAUT-LOQUIN,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
12380,POUSTHOMY,12,AVEYRON,73,MIDI-PYRENEES
16290,CHAMPMILLON,16,CHARENTE,54,POITOU-CHARENTES
28240,BELHOMERT-GUEHOUVILLE,28,EURE-ET-LOIR,24,CENTRE
88460,CHARMOIS-DEVANT-BRUYERES,88,VOSGES,41,LORRAINE
02160,CRAONNELLE,02,AISNE,22,PICARDIE
59195,HERIN,59,NORD,31,NORD-PAS-DE-CALAIS
08390,LE CHESNE,08,ARDENNES,21,CHAMPAGNE-ARDENNE
07310,LA ROCHETTE,07,ARDECHE,82,RHONE-ALPES
80300,BEAUMONT-HAMEL,80,SOMME,22,PICARDIE
48310,ALBARET-LE-COMTAL,48,LOZERE,91,LANGUEDOC-ROUSSILLON
68510,MAGSTATT-LE-HAUT,68,HAUT-RHIN,42,ALSACE
17400,COURCELLES,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
57530,COINCY,57,MOSELLE,41,LORRAINE
50390,REIGNEVILLE-BOCAGE,50,MANCHE,25,BASSE-NORMANDIE
91490,COURANCES,91,ESSONNE,11,ILE-DE-FRANCE
77850,HERICY,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
04400,BARCELONNETTE,04,ALPES-DE-HAUTE-PROVENCE,93,PROVENCE-ALPES-COTE D'AZUR
72170,LE TRONCHET,72,SARTHE,52,PAYS DE LA LOIRE
51240,MARSON,51,MARNE,21,CHAMPAGNE-ARDENNE
09160,CAUMONT,09,ARIEGE,73,MIDI-PYRENEES
02140,SAINT-PIERRE-LES-FRANQUEVILLE,02,AISNE,22,PICARDIE
35114,SAINT-BENOIT-DES-ONDES,35,ILLE-ET-VILAINE,53,BRETAGNE
51330,SOMME-YEVRE,51,MARNE,21,CHAMPAGNE-ARDENNE
36340,MALICORNAY,36,INDRE,24,CENTRE
67170,HOHATZENHEIM,67,BAS-RHIN,42,ALSACE
53470,MARTIGNE-SUR-MAYENNE,53,MAYENNE,52,PAYS DE LA LOIRE
62111,HEBUTERNE,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
66500,LOS MASOS,66,PYRENEES-ORIENTALES,91,LANGUEDOC-ROUSSILLON
14440,CRESSERONS,14,CALVADOS,25,BASSE-NORMANDIE
74500,LARRINGES,74,HAUTE-SAVOIE,82,RHONE-ALPES
85200,CHAIX,85,VENDEE,52,PAYS DE LA LOIRE
95420,CLERY-EN-VEXIN,95,VAL-D'OISE,11,ILE-DE-FRANCE
88430,LA HOUSSIERE,88,VOSGES,41,LORRAINE
67270,SCHERLENHEIM,67,BAS-RHIN,42,ALSACE
51170,ARCIS-LE-PONSART,51,MARNE,21,CHAMPAGNE-ARDENNE
74430,SAINT-JEAN-D'AULPS,74,HAUTE-SAVOIE,82,RHONE-ALPES
17210,BEDENAC,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
79440,COURLAY,79,DEUX-SEVRES,54,POITOU-CHARENTES
44810,HERIC,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
51300,COURDEMANGES,51,MARNE,21,CHAMPAGNE-ARDENNE
81600,SENOUILLAC,81,TARN,73,MIDI-PYRENEES
59140/59240/59430/59640/59279,DUNKERQUE,59,NORD,31,NORD-PAS-DE-CALAIS
38160,MONTAGNE,38,ISERE,82,RHONE-ALPES
22970,PLOUMAGOAR,22,COTES-D'ARMOR,53,BRETAGNE
26170,LA ROCHE-SUR-LE-BUIS,26,DROME,82,RHONE-ALPES
37340,AVRILLE-LES-PONCEAUX,37,INDRE-ET-LOIRE,24,CENTRE
74460,MARNAZ,74,HAUTE-SAVOIE,82,RHONE-ALPES
21360,COLOMBIER,21,COTE-D'OR,26,BOURGOGNE
38300,RUY,38,ISERE,82,RHONE-ALPES
61270,LA CHAPELLE-VIEL,61,ORNE,25,BASSE-NORMANDIE
78590,NOISY-LE-ROI,78,YVELINES,11,ILE-DE-FRANCE
53640,CHAMPEON,53,MAYENNE,52,PAYS DE LA LOIRE
56920,KERFOURN,56,MORBIHAN,53,BRETAGNE
56870,BADEN,56,MORBIHAN,53,BRETAGNE
43320,SAINT-VIDAL,43,HAUTE-LOIRE,83,AUVERGNE
70000,MONTCEY,70,HAUTE-SAONE,43,FRANCHE-COMTE
01350,CRESSIN-ROCHEFORT,01,AIN,82,RHONE-ALPES
60310,THIESCOURT,60,OISE,22,PICARDIE
77440,LIZY-SUR-OURCQ,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
56440,LANGUIDIC,56,MORBIHAN,53,BRETAGNE
33360,CARIGNAN-DE-BORDEAUX,33,GIRONDE,72,AQUITAINE
12160,BOUSSAC,12,AVEYRON,73,MIDI-PYRENEES
91690,SAINT-CYR-LA-RIVIERE,91,ESSONNE,11,ILE-DE-FRANCE
26340,SAILLANS,26,DROME,82,RHONE-ALPES
14710,SAINT-MARTIN-DE-BLAGNY,14,CALVADOS,25,BASSE-NORMANDIE
60112,BONNIERES,60,OISE,22,PICARDIE
59420,MOUVAUX,59,NORD,31,NORD-PAS-DE-CALAIS
70150,CHAMBORNAY-LES-PIN,70,HAUTE-SAONE,43,FRANCHE-COMTE
39100,CHOISEY,39,JURA,43,FRANCHE-COMTE
63250,VISCOMTAT,63,PUY-DE-DOME,83,AUVERGNE
64230,AUBIN,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
06670,LEVENS,06,ALPES-MARITIMES,93,PROVENCE-ALPES-COTE D'AZUR
64190,VIELLENAVE-DE-NAVARRENX,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
30250,SOUVIGNARGUES,30,GARD,91,LANGUEDOC-ROUSSILLON
31590,SAINT-PIERRE,31,HAUTE-GARONNE,73,MIDI-PYRENEES
87150,CHAMPAGNAC-LA-RIVIERE,87,HAUTE-VIENNE,74,LIMOUSIN
12520,VERRIERES,12,AVEYRON,73,MIDI-PYRENEES
60640,GUISCARD,60,OISE,22,PICARDIE
97121,ANSE-BERTRAND,97,GUADELOUPE,1,GUADELOUPE
28260,GILLES,28,EURE-ET-LOIR,24,CENTRE
42140,SAINT-DENIS-SUR-COISE,42,LOIRE,82,RHONE-ALPES
15300,LAVIGERIE,15,CANTAL,83,AUVERGNE
11300,BOURIGEOLE,11,AUDE,91,LANGUEDOC-ROUSSILLON
24600,CHASSAIGNES,24,DORDOGNE,72,AQUITAINE
40120,LACQUY,40,LANDES,72,AQUITAINE
62231,PEUPLINGUES,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
28240,VAUPILLON,28,EURE-ET-LOIR,24,CENTRE
67190,STILL,67,BAS-RHIN,42,ALSACE
37500,CANDES-SAINT-MARTIN,37,INDRE-ET-LOIRE,24,CENTRE
51380,VAUDEMANGE,51,MARNE,21,CHAMPAGNE-ARDENNE
12170,LA SELVE,12,AVEYRON,73,MIDI-PYRENEES
31470,CAMBERNARD,31,HAUTE-GARONNE,73,MIDI-PYRENEES
30120,BREAU-ET-SALAGOSSE,30,GARD,91,LANGUEDOC-ROUSSILLON
38450,NOTRE-DAME-DE-COMMIERS,38,ISERE,82,RHONE-ALPES
54650,SAULNES,54,MEURTHE-ET-MOSELLE,41,LORRAINE
33680,SAUMOS,33,GIRONDE,72,AQUITAINE
31210,POINTIS-DE-RIVIERE,31,HAUTE-GARONNE,73,MIDI-PYRENEES
76710,BOSC-GUERARD-SAINT-ADRIEN,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
86250,SURIN,86,VIENNE,54,POITOU-CHARENTES
72130,SAINT-OUEN-DE-MIMBRE,72,SARTHE,52,PAYS DE LA LOIRE
54500,VANDOEUVRE-LES-NANCY,54,MEURTHE-ET-MOSELLE,41,LORRAINE
18600,SANCOINS,18,CHER,24,CENTRE
57200,BLIES-EBERSING,57,MOSELLE,41,LORRAINE
70300,VELORCEY,70,HAUTE-SAONE,43,FRANCHE-COMTE
33500,LES BILLAUX,33,GIRONDE,72,AQUITAINE
78114,MAGNY-LES-HAMEAUX,78,YVELINES,11,ILE-DE-FRANCE
07250,LE POUZIN,07,ARDECHE,82,RHONE-ALPES
76270,SAINT-MARTIN-L'HORTIER,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
61100,SAINTE-OPPORTUNE,61,ORNE,25,BASSE-NORMANDIE
54440,HERSERANGE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
57570,BREISTROFF-LA-GRANDE,57,MOSELLE,41,LORRAINE
14114,VER-SUR-MER,14,CALVADOS,25,BASSE-NORMANDIE
61600,FAVEROLLES,61,ORNE,25,BASSE-NORMANDIE
18500,SAINTE-THORETTE,18,CHER,24,CENTRE
27260,EPAIGNES,27,EURE,23,HAUTE-NORMANDIE
56140,SAINT-LAURENT-SUR-OUST,56,MORBIHAN,53,BRETAGNE
31600,MURET,31,HAUTE-GARONNE,73,MIDI-PYRENEES
17270,SAINT-MARTIN-D'ARY,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
16230,FONTENILLE,16,CHARENTE,54,POITOU-CHARENTES
50200,COURCY,50,MANCHE,25,BASSE-NORMANDIE
27190,NAGEL-SEEZ-MESNIL,27,EURE,23,HAUTE-NORMANDIE
14190,CAUVICOURT,14,CALVADOS,25,BASSE-NORMANDIE
31220,SAINT-JULIEN-SUR-GARONNE,31,HAUTE-GARONNE,73,MIDI-PYRENEES
35140,SAINT-AUBIN-DU-CORMIER,35,ILLE-ET-VILAINE,53,BRETAGNE
51800,SOMME-BIONNE,51,MARNE,21,CHAMPAGNE-ARDENNE
19000,TULLE,19,CORREZE,74,LIMOUSIN
33920,GENERAC,33,GIRONDE,72,AQUITAINE
32500,LALANNE,32,GERS,73,MIDI-PYRENEES
65700,LABATUT-RIVIERE,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
21160,CORCELLES-LES-MONTS,21,COTE-D'OR,26,BOURGOGNE
71260,VIRE,71,SAONE-ET-LOIRE,26,BOURGOGNE
71460,SAINT-MAURICE-DES-CHAMPS,71,SAONE-ET-LOIRE,26,BOURGOGNE
70700,LA CHAPELLE-SAINT-QUILLAIN,70,HAUTE-SAONE,43,FRANCHE-COMTE
10400,LA SAULSOTTE,10,AUBE,21,CHAMPAGNE-ARDENNE
02290,VEZAPONIN,02,AISNE,22,PICARDIE
18140,JUSSY-LE-CHAUDRIER,18,CHER,24,CENTRE
91780,CHALO-SAINT-MARS,91,ESSONNE,11,ILE-DE-FRANCE
67110,REICHSHOFFEN,67,BAS-RHIN,42,ALSACE
82120,POUPAS,82,TARN-ET-GARONNE,73,MIDI-PYRENEES
76340,GUERVILLE,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
85140,L'OIE,85,VENDEE,52,PAYS DE LA LOIRE
11140,MERIAL,11,AUDE,91,LANGUEDOC-ROUSSILLON
67290,STRUTH,67,BAS-RHIN,42,ALSACE
68650,LAPOUTROIE,68,HAUT-RHIN,42,ALSACE
61310,GINAI,61,ORNE,25,BASSE-NORMANDIE
04250,BELLAFFAIRE,04,ALPES-DE-HAUTE-PROVENCE,93,PROVENCE-ALPES-COTE D'AZUR
89310,GRIMAULT,89,YONNE,26,BOURGOGNE
89800,MALIGNY,89,YONNE,26,BOURGOGNE
72510,MANSIGNE,72,SARTHE,52,PAYS DE LA LOIRE
03340,NEUILLY-LE-REAL,03,ALLIER,83,AUVERGNE
65130,CHELLE-SPOU,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
80300,OVILLERS-LA-BOISSELLE,80,SOMME,22,PICARDIE
55220,RECOURT-LE-CREUX,55,MEUSE,41,LORRAINE
76910,CRIEL-SUR-MER,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
56250,TREDION,56,MORBIHAN,53,BRETAGNE
34160,MONTAUD,34,HERAULT,91,LANGUEDOC-ROUSSILLON
65230,VILLEMUR,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
27700,BOUAFLES,27,EURE,23,HAUTE-NORMANDIE
33240,MOUILLAC,33,GIRONDE,72,AQUITAINE
61390,FERRIERES-LA-VERRERIE,61,ORNE,25,BASSE-NORMANDIE
51290,LANDRICOURT,51,MARNE,21,CHAMPAGNE-ARDENNE
64570,ARETTE,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
73200,VENTHON,73,SAVOIE,82,RHONE-ALPES
51700,PASSY-GRIGNY,51,MARNE,21,CHAMPAGNE-ARDENNE
31510,BARBAZAN,31,HAUTE-GARONNE,73,MIDI-PYRENEES
09220,VICDESSOS,09,ARIEGE,73,MIDI-PYRENEES
88110,CELLES-SUR-PLAINE,88,VOSGES,41,LORRAINE
14800,SAINT-ARNOULT,14,CALVADOS,25,BASSE-NORMANDIE
57255,SAINTE-MARIE-AUX-CHENES,57,MOSELLE,41,LORRAINE
16370,SAINT-SULPICE-DE-COGNAC,16,CHARENTE,54,POITOU-CHARENTES
76810,GRUCHET-SAINT-SIMEON,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
52160,ARBOT,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
62270,REBREUVE-SUR-CANCHE,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
14980,ROTS,14,CALVADOS,25,BASSE-NORMANDIE
61120,CANAPVILLE,61,ORNE,25,BASSE-NORMANDIE
56800,LOYAT,56,MORBIHAN,53,BRETAGNE
14490,MONTFIQUET,14,CALVADOS,25,BASSE-NORMANDIE
72300,JUIGNE-SUR-SARTHE,72,SARTHE,52,PAYS DE LA LOIRE
12370,MURASSON,12,AVEYRON,73,MIDI-PYRENEES
33390,SAINT-ANDRONY,33,GIRONDE,72,AQUITAINE
02240,PLEINE-SELVE,02,AISNE,22,PICARDIE
02800,ANGUILCOURT-LE-SART,02,AISNE,22,PICARDIE
44115,HAUTE-GOULAINE,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
57550,BERVILLER-EN-MOSELLE,57,MOSELLE,41,LORRAINE
22450,POMMERIT-JAUDY,22,COTES-D'ARMOR,53,BRETAGNE
65130,LABORDE,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
23250,LA CHAPELLE-SAINT-MARTIAL,23,CREUSE,74,LIMOUSIN
89120,SAINT-DENIS-SUR-OUANNE,89,YONNE,26,BOURGOGNE
16230,SAINT-CIERS-SUR-BONNIEURE,16,CHARENTE,54,POITOU-CHARENTES
43320,SAINT-JEAN-DE-NAY,43,HAUTE-LOIRE,83,AUVERGNE
20100,GIUNCHETO,2A,CORSE-DU-SUD,94,CORSE
52220,DROYES,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
80260,PIERREGOT,80,SOMME,22,PICARDIE
17800,ROUFFIAC,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
16430,BALZAC,16,CHARENTE,54,POITOU-CHARENTES
95750,CHARS,95,VAL-D'OISE,11,ILE-DE-FRANCE
04000,LA ROBINE-SUR-GALABRE,04,ALPES-DE-HAUTE-PROVENCE,93,PROVENCE-ALPES-COTE D'AZUR
13103,MAS-BLANC-DES-ALPILLES,13,BOUCHES-DU-RHONE,93,PROVENCE-ALPES-COTE D'AZUR
43340,SAINT-CHRISTOPHE-D'ALLIER,43,HAUTE-LOIRE,83,AUVERGNE
67220,STEIGE,67,BAS-RHIN,42,ALSACE
55500,LONGEAUX,55,MEUSE,41,LORRAINE
14220,MOULINES,14,CALVADOS,25,BASSE-NORMANDIE
58120,CHATEAU-CHINON (CAMPAGNE),58,NIEVRE,26,BOURGOGNE
54370,HENAMENIL,54,MEURTHE-ET-MOSELLE,41,LORRAINE
97356,MONTSINERY-TONNEGRANDE,97,GUYANE,3,GUYANE
55600,MARVILLE,55,MEUSE,41,LORRAINE
70000,MONT-LE-VERNOIS,70,HAUTE-SAONE,43,FRANCHE-COMTE
14210,LA CAINE,14,CALVADOS,25,BASSE-NORMANDIE
14350,CARVILLE,14,CALVADOS,25,BASSE-NORMANDIE
74500,NOVEL,74,HAUTE-SAVOIE,82,RHONE-ALPES
58220,DONZY,58,NIEVRE,26,BOURGOGNE
11140,FONTANES-DE-SAULT,11,AUDE,91,LANGUEDOC-ROUSSILLON
08240,BAR-LES-BUZANCY,08,ARDENNES,21,CHAMPAGNE-ARDENNE
89520,SAINTS-EN-PUISAYE,89,YONNE,26,BOURGOGNE
25620,TREPOT,25,DOUBS,43,FRANCHE-COMTE
80360,MARICOURT,80,SOMME,22,PICARDIE
62220,CARVIN,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
01400,ROMANS,01,AIN,82,RHONE-ALPES
17430,BORDS,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
80500,LABOISSIERE-EN-SANTERRE,80,SOMME,22,PICARDIE
71300,GOURDON,71,SAONE-ET-LOIRE,26,BOURGOGNE
09230,MONTARDIT,09,ARIEGE,73,MIDI-PYRENEES
11700,COMIGNE,11,AUDE,91,LANGUEDOC-ROUSSILLON
80240,NURLU,80,SOMME,22,PICARDIE
16240,THEIL-RABIER,16,CHARENTE,54,POITOU-CHARENTES
25120,MONT-DE-VOUGNEY,25,DOUBS,43,FRANCHE-COMTE
52190,ISOMES,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
80210,VALINES,80,SOMME,22,PICARDIE
08400,LA CROIX-AUX-BOIS,08,ARDENNES,21,CHAMPAGNE-ARDENNE
17770,JUICQ,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
07240,SAINT-JULIEN-LE-ROUX,07,ARDECHE,82,RHONE-ALPES
81340,SAINT-CIRGUE,81,TARN,73,MIDI-PYRENEES
08270,JUSTINE-HERBIGNY,08,ARDENNES,21,CHAMPAGNE-ARDENNE
80360,GUILLEMONT,80,SOMME,22,PICARDIE
08270,FAISSAULT,08,ARDENNES,21,CHAMPAGNE-ARDENNE
21470,BRAZEY-EN-PLAINE,21,COTE-D'OR,26,BOURGOGNE
88600,PREY,88,VOSGES,41,LORRAINE
12360,MONTAGNOL,12,AVEYRON,73,MIDI-PYRENEES
76720,CROPUS,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
79290,ARGENTON-L'EGLISE,79,DEUX-SEVRES,54,POITOU-CHARENTES
30190,SAINT-DEZERY,30,GARD,91,LANGUEDOC-ROUSSILLON
76540,ANGERVILLE-LA-MARTEL,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
77220,PRESLES-EN-BRIE,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
55120,AUTRECOURT-SUR-AIRE,55,MEUSE,41,LORRAINE
57630,JUVELIZE,57,MOSELLE,41,LORRAINE
34490,CORNEILHAN,34,HERAULT,91,LANGUEDOC-ROUSSILLON
02380,VERNEUIL-SOUS-COUCY,02,AISNE,22,PICARDIE
28170,SAINT-SAUVEUR-MARVILLE,28,EURE-ET-LOIR,24,CENTRE
51210,CORFELIX,51,MARNE,21,CHAMPAGNE-ARDENNE
02140,LANDOUZY-LA-VILLE,02,AISNE,22,PICARDIE
01560,COURTES,01,AIN,82,RHONE-ALPES
05000,GAP,05,HAUTES-ALPES,93,PROVENCE-ALPES-COTE D'AZUR
77118,GRAVON,77,SEINE-ET-MARNE,11,ILE-DE-FRANCE
74150,THUSY,74,HAUTE-SAVOIE,82,RHONE-ALPES
25530,VERCEL-VILLEDIEU-LE-CAMP,25,DOUBS,43,FRANCHE-COMTE
65200,ARGELES-BAGNERES,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
44520,MOISDON-LA-RIVIERE,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
52140,VAL-DE-MEUSE,52,HAUTE-MARNE,21,CHAMPAGNE-ARDENNE
32370,ESPAS,32,GERS,73,MIDI-PYRENEES
08220,CHAUMONT-PORCIEN,08,ARDENNES,21,CHAMPAGNE-ARDENNE
17700,PERE,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
51320,COOLE,51,MARNE,21,CHAMPAGNE-ARDENNE
03240,LE MONTET,03,ALLIER,83,AUVERGNE
19150,SAINT-PAUL,19,CORREZE,74,LIMOUSIN
24240,CUNEGES,24,DORDOGNE,72,AQUITAINE
06830,BONSON,06,ALPES-MARITIMES,93,PROVENCE-ALPES-COTE D'AZUR
60370,HERMES,60,OISE,22,PICARDIE
68480,PFETTERHOUSE,68,HAUT-RHIN,42,ALSACE
66570,SAINT-NAZAIRE,66,PYRENEES-ORIENTALES,91,LANGUEDOC-ROUSSILLON
19490,SAINTE-FORTUNADE,19,CORREZE,74,LIMOUSIN
85600,BOUFFERE,85,VENDEE,52,PAYS DE LA LOIRE
40400,TARTAS,40,LANDES,72,AQUITAINE
31350,CIADOUX,31,HAUTE-GARONNE,73,MIDI-PYRENEES
12410,SALLES-CURAN,12,AVEYRON,73,MIDI-PYRENEES
70000,ANDELARRE,70,HAUTE-SAONE,43,FRANCHE-COMTE
24190,VALLEREUIL,24,DORDOGNE,72,AQUITAINE
50570,LE MESNIL-VIGOT,50,MANCHE,25,BASSE-NORMANDIE
20229,VALLE-D'OREZZA,2B,HAUTE-CORSE,94,CORSE
65130,BOURG-DE-BIGORRE,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
79110,PIOUSSAY,79,DEUX-SEVRES,54,POITOU-CHARENTES
45270,QUIERS-SUR-BEZONDE,45,LOIRET,24,CENTRE
47150,SAINT-AUBIN,47,LOT-ET-GARONNE,72,AQUITAINE
59222,FOREST-EN-CAMBRESIS,59,NORD,31,NORD-PAS-DE-CALAIS
02340,DIZY-LE-GROS,02,AISNE,22,PICARDIE
14160,DIVES-SUR-MER,14,CALVADOS,25,BASSE-NORMANDIE
47420,POMPOGNE,47,LOT-ET-GARONNE,72,AQUITAINE
27150,NOJEON-EN-VEXIN,27,EURE,23,HAUTE-NORMANDIE
54150,MAIRY-MAINVILLE,54,MEURTHE-ET-MOSELLE,41,LORRAINE
14130,LE BREUIL-EN-AUGE,14,CALVADOS,25,BASSE-NORMANDIE
17580,LE BOIS-PLAGE-EN-RE,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
07210,SAINT-VINCENT-DE-BARRES,07,ARDECHE,82,RHONE-ALPES
72400,PREVAL,72,SARTHE,52,PAYS DE LA LOIRE
88210,SAINT-JEAN-D'ORMONT,88,VOSGES,41,LORRAINE
39300,LENT,39,JURA,43,FRANCHE-COMTE
41150,ONZAIN,41,LOIR-ET-CHER,24,CENTRE
80300,BUIRE-SUR-L'ANCRE,80,SOMME,22,PICARDIE
32720,BARCELONNE-DU-GERS,32,GERS,73,MIDI-PYRENEES
64150,LAHOURCADE,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
59244,GRAND-FAYT,59,NORD,31,NORD-PAS-DE-CALAIS
44410,HERBIGNAC,44,LOIRE-ATLANTIQUE,52,PAYS DE LA LOIRE
60240,PARNES,60,OISE,22,PICARDIE
54290,ROZELIEURES,54,MEURTHE-ET-MOSELLE,41,LORRAINE
37110,LA FERRIERE,37,INDRE-ET-LOIRE,24,CENTRE
29260,TREGARANTEC,29,FINISTERE,53,BRETAGNE
64350,CROUSEILLES,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
76690,MONT-CAUVAIRE,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
14400,BARBEVILLE,14,CALVADOS,25,BASSE-NORMANDIE
78840,FRENEUSE,78,YVELINES,11,ILE-DE-FRANCE
62770,ROLLANCOURT,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
47600,FIEUX,47,LOT-ET-GARONNE,72,AQUITAINE
89190,MOLINONS,89,YONNE,26,BOURGOGNE
40120,ARUE,40,LANDES,72,AQUITAINE
39250,CENSEAU,39,JURA,43,FRANCHE-COMTE
11500,BELVIANES-ET-CAVIRAC,11,AUDE,91,LANGUEDOC-ROUSSILLON
93390,CLICHY-SOUS-BOIS,93,SEINE-SAINT-DENIS,11,ILE-DE-FRANCE
36140,AIGURANDE,36,INDRE,24,CENTRE
91830,LE COUDRAY-MONTCEAUX,91,ESSONNE,11,ILE-DE-FRANCE
62610,LANDRETHUN-LES-ARDRES,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
07220,LARNAS,07,ARDECHE,82,RHONE-ALPES
49490,NOYANT,49,MAINE-ET-LOIRE,52,PAYS DE LA LOIRE
26420,SAINT-JULIEN-EN-VERCORS,26,DROME,82,RHONE-ALPES
50800,LA LANDE-D'AIROU,50,MANCHE,25,BASSE-NORMANDIE
19140,UZERCHE,19,CORREZE,74,LIMOUSIN
80140,MOUFLIERES,80,SOMME,22,PICARDIE
55120,RECICOURT,55,MEUSE,41,LORRAINE
70170,CHAUX-LES-PORT,70,HAUTE-SAONE,43,FRANCHE-COMTE
60440,NANTEUIL-LE-HAUDOUIN,60,OISE,22,PICARDIE
53300,CHANTRIGNE,53,MAYENNE,52,PAYS DE LA LOIRE
64160,MONASSUT-AUDIRACQ,64,PYRENEES-ATLANTIQUES,72,AQUITAINE
19200,CHAVEROCHE,19,CORREZE,74,LIMOUSIN
80440,HAILLES,80,SOMME,22,PICARDIE
58300,SAINT-PARIZE-EN-VIRY,58,NIEVRE,26,BOURGOGNE
91490,MILLY-LA-FORET,91,ESSONNE,11,ILE-DE-FRANCE
14400,VAUX-SUR-AURE,14,CALVADOS,25,BASSE-NORMANDIE
85670,SAINT-ETIENNE-DU-BOIS,85,VENDEE,52,PAYS DE LA LOIRE
25530,ADAM-LES-VERCEL,25,DOUBS,43,FRANCHE-COMTE
45480,OUTARVILLE,45,LOIRET,24,CENTRE
50400,SAINT-PLANCHERS,50,MANCHE,25,BASSE-NORMANDIE
80340,CHUIGNES,80,SOMME,22,PICARDIE
25470,INDEVILLERS,25,DOUBS,43,FRANCHE-COMTE
89190,FLACY,89,YONNE,26,BOURGOGNE
28700,AUNEAU,28,EURE-ET-LOIR,24,CENTRE
10100,CRANCEY,10,AUBE,21,CHAMPAGNE-ARDENNE
21610,ORAIN,21,COTE-D'OR,26,BOURGOGNE
72110,JAUZE,72,SARTHE,52,PAYS DE LA LOIRE
58170,MILLAY,58,NIEVRE,26,BOURGOGNE
17600,SAINT-ROMAIN-DE-BENET,17,CHARENTE-MARITIME,54,POITOU-CHARENTES
80250,ESCLAINVILLERS,80,SOMME,22,PICARDIE
47370,THEZAC,47,LOT-ET-GARONNE,72,AQUITAINE
76730,BRACHY,76,SEINE-MARITIME,23,HAUTE-NORMANDIE
87400,SAINT-MARTIN-TERRESSUS,87,HAUTE-VIENNE,74,LIMOUSIN
26310,LES PRES,26,DROME,82,RHONE-ALPES
73350,CHAMPAGNY-EN-VANOISE,73,SAVOIE,82,RHONE-ALPES
47470,BLAYMONT,47,LOT-ET-GARONNE,72,AQUITAINE
70800,HAUTEVELLE,70,HAUTE-SAONE,43,FRANCHE-COMTE
62161,AGNEZ-LES-DUISANS,62,PAS-DE-CALAIS,31,NORD-PAS-DE-CALAIS
82100,CASTELSARRASIN,82,TARN-ET-GARONNE,73,MIDI-PYRENEES
30670,AIGUES-VIVES,30,GARD,91,LANGUEDOC-ROUSSILLON
14210,LE LOCHEUR,14,CALVADOS,25,BASSE-NORMANDIE
10150,LUYERES,10,AUBE,21,CHAMPAGNE-ARDENNE
24570,CONDAT-SUR-VEZERE,24,DORDOGNE,72,AQUITAINE
28310,GUILLEVILLE,28,EURE-ET-LOIR,24,CENTRE
65120,SALIGOS,65,HAUTES-PYRENEES,73,MIDI-PYRENEES
